chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat
7	47092680	47093432	753	55	0.780067241701755	0.270063931639485	0.51000331006227	969.860066091387
3	29934588	29935159	572	54	0.225677453613349	0.520029506499368	-0.294352052886019	-643.135923639716
2	101010	101543	534	50	0.59967436078946	0.905758180441486	-0.306083819652026	-614.49105769046
12	46173415	46174098	684	43	0.856444625963926	0.412192843516719	0.444251782447206	612.250164564978
5	42322567	42323610	1044	54	0.47585946970758	0.792428689653305	-0.316569219945725	-586.846071143209
9	29386145	29386890	746	39	0.296949405868708	0.810146319801863	-0.513196913933155	-579.759639812697
22	11181818	11182290	473	46	0.442088211357968	0.13524892455445	0.306839286803517	564.605282229914
12	49104319	49105063	745	36	0.942833332005636	0.421465486695214	0.521367845310422	550.903367906974
18	41558017	41558711	695	41	0.538767071098802	0.862838525024267	-0.324071453925465	-547.901116946475
13	356601	357107	507	52	0.701507808453786	0.372406053003514	0.329101755450272	546.672441392432
2	51086252	51087471	1220	37	0.376177581042006	0.849632848636582	-0.473455267594576	-545.775134937809
4	61584468	61585785	1318	38	0.288977625965974	0.752802534253552	-0.463824908287578	-512.541848008973
15	14247025	14248351	1327	53	0.621783197320757	0.328430329866126	0.293352867454631	486.12813556718
1	46049486	46050858	1373	49	0.287547223618899	0.637924950605997	-0.350377726987098	-480.851624100086
10	6992895	6993160	266	46	0.501496790460888	0.763031100146841	-0.261534309685952	-478.643927009993
5	56576848	56577257	410	34	0.667436873978493	0.311446287169529	0.355990586808964	465.181574468915
8	52997464	52998530	1067	45	0.142554452300023	0.506310957991993	-0.363756505691971	-460.406906484183
2	9115162	9115839	678	44	0.391792100048496	0.735951196246583	-0.344159096198087	-448.001745875309
16	23131160	23131948	789	36	0.511381164861409	0.881595359415142	-0.370214194553733	-439.688665694657
5	57373895	57374424	530	42	0.238108141277048	0.567945964894502	-0.329837823617455	-432.898581555786
15	20315552	20315897	346	43	0.288202554889853	0.607541981697333	-0.319339426807479	-428.178513498966
12	45815414	45816022	609	43	0.82928893919128	0.452103881579283	0.377185057611997	426.851717469642
3	9577101	9577651	551	27	0.205239490817704	0.918188175330834	-0.71294868451313	-421.515753761047
16	22781015	22781378	364	35	0.626368994663507	0.253686782064705	0.372682212598803	419.683776413719
21	6890128	6890756	629	44	0.562318003166985	0.257737960937096	0.304580042229889	417.294655567335
4	51708476	51709310	835	42	0.52375151800326	0.861457449036101	-0.33770593103284	-414.41940972002
15	19291847	19292357	511	43	0.751107779888188	0.371979757623608	0.37912802226458	413.520336529446
8	2029524	2030150	627	41	0.319161090455896	0.626651977524456	-0.307490887068561	-410.470797969041
24	21992363	21992709	347	34	0.933217511088057	0.670046521165071	0.263170989922985	406.053644485375
6	55493850	55494209	360	37	0.820204657146883	0.528970322942403	0.29123433420448	404.198936653597
5	24316387	24317305	919	37	0.916528751282531	0.580214269533853	0.336314481748677	399.777982178643
11	42797070	42797410	341	35	0.602011939593567	0.908604427153168	-0.306592487559601	-396.372594593087
16	24366188	24366806	619	38	0.374430578380484	0.688932303645832	-0.314501725265348	-393.208749919346
2	51058782	51059562	781	33	0.523106950028997	0.880464680017321	-0.357357729988324	-392.397914294278
1	58164880	58165671	792	42	0.282381433700349	0.743127035952709	-0.46074560225236	-389.620940946614
19	22024717	22025186	470	35	0.577630112668325	0.935716585996869	-0.358086473328544	-385.922678688569
15	16339342	16339640	299	35	0.53274083071794	0.922984538545603	-0.390243707827663	-384.950037074331
14	7522885	7523557	673	31	0.286145176240794	0.673648348587218	-0.387503172346424	-384.205380759855
24	13780342	13781431	1090	41	0.726852164793834	0.375009061070392	0.351843103723441	377.63723741268
12	46551654	46552512	859	21	0.116373907927027	0.801471085240489	-0.685097177313462	-374.880369247454
17	22743709	22744520	812	36	0.50871595703934	0.822419010007941	-0.313703052968601	-367.353282588925
19	2007146	2007634	489	33	0.580728586698817	0.261134609326415	0.319593977372402	366.849488121707
16	14707870	14708988	1119	39	0.465834201829765	0.17221036002296	0.293623841806806	365.053351498894
19	45246283	45247248	966	38	0.260322085213014	0.557308397816776	-0.296986312603763	-358.261198933698
3	38486220	38486610	391	32	0.587014492913895	0.873460164307365	-0.286445671393469	-358.199405343714
15	9639718	9640284	567	27	0.709772468211079	0.163302271388463	0.546470196822616	355.625500298731
14	8225435	8225872	438	28	0.345536267775176	0.862115790807407	-0.516579523032231	-352.262465611656
1	8152125	8152714	590	34	0.411529388415589	0.808514986314802	-0.396985597899213	-349.321914924961
19	24924731	24925116	386	33	0.515990755408062	0.889748737906456	-0.373757982498393	-346.781735424105
10	6901029	6901510	482	16	0.324925799408779	0.951466764807418	-0.626540965398639	-346.741250083995
22	27196129	27196736	608	31	0.571732215247146	0.91683235889821	-0.345100143651064	-338.94169039257
7	30549998	30550430	433	33	0.893064576378277	0.570700081044374	0.322364495333904	328.680565180329
14	22981127	22981595	469	38	0.596862507966286	0.873606093181319	-0.276743585215033	-326.197738117816
6	9924610	9925477	868	40	0.414735913559247	0.750493852051769	-0.335757938492523	-321.971873563178
5	12515291	12515718	428	24	0.465059366629726	0.901622157312147	-0.43656279068242	-320.403120972214
16	21744434	21744976	543	32	0.468357281989017	0.174126048480217	0.294231233508799	318.307154984628
20	39631739	39632230	492	31	0.73970508520771	0.41163692485873	0.32806816034898	317.832729200958
2	48807373	48807804	432	29	0.456557984891038	0.821046916651367	-0.36448893176033	-316.0083110553
5	42453613	42454290	678	26	0.382780123309233	0.786510583574513	-0.40373046026528	-314.784207339893
12	47289793	47290480	688	23	0.840419448396821	0.27281026802839	0.567609180368431	313.773673280981
8	24912739	24913079	341	32	0.506810789438734	0.842991565805798	-0.336180776367063	-313.160488561728
14	7454530	7455430	901	23	0.263927925282105	0.747942831929871	-0.484014906647766	-312.51693439893
9	30680189	30681244	1056	31	0.344692155442878	0.723548445004265	-0.378856289561386	-308.142435407522
19	21187767	21188138	372	27	0.648659453422702	0.9429555471365	-0.294296093713798	-305.970344933666
13	13668412	13668752	341	30	0.211856707136921	0.619480975284578	-0.407624268147658	-298.521065268365
21	7460467	7461156	690	30	0.388447875191832	0.70181831573442	-0.313370440542589	-292.263341423069
4	30811883	30812428	546	31	0.460838086391789	0.854206718928358	-0.393368632536568	-291.167845379141
19	33846784	33847077	294	24	0.609004618849264	0.92135457496641	-0.312349956117146	-290.628072661443
11	35112064	35112449	386	33	0.521253609101635	0.861829966595301	-0.340576357493666	-288.593605414812
4	52020109	52020494	386	32	0.895993633102517	0.474808945880545	0.421184687221972	288.455635256568
22	7809346	7809738	393	23	0.831873589954606	0.383677708642114	0.448195881312492	288.2825359602
16	18141895	18142809	915	33	0.802095908485877	0.47472847087809	0.327367437607787	287.757190298989
25	27226602	27226988	387	24	0.0874810250897937	0.559724460413215	-0.472243435323422	-285.649804632725
10	38456496	38456918	423	32	0.932728072083244	0.600615863963493	0.33211220811975	285.459116486884
15	36185358	36185734	377	33	0.655321059777636	0.295863270706201	0.359457789071434	284.840891676095
4	56436406	56436756	351	23	0.951875887539277	0.427010859607164	0.524865027932113	283.590245986764
9	419705	420094	390	30	0.619713186766429	0.270683946584521	0.349029240181907	280.488173369858
9	30859510	30860172	663	27	0.732402697508709	0.384111737520308	0.348290959988401	280.440981625251
9	8925487	8925992	506	24	0.815197395576101	0.459341264411476	0.355856131164626	280.43592384965
18	238432	239081	650	30	0.510309581975612	0.792655000128442	-0.28234541815283	-280.271726901998
22	4082855	4083201	347	28	0.423642788081756	0.709191094217843	-0.285548306136087	-279.443728885877
14	32437549	32438097	549	23	0.305410239721295	0.745672603260402	-0.440262363539107	-279.00349465668
20	27446216	27446774	559	38	0.280460050033526	0.613506778750452	-0.333046728716926	-276.029051529457
4	42356729	42357038	310	23	0.81194196071373	0.391853710923753	0.420088249789977	275.383400306278
9	28753417	28754077	661	33	0.486117318743563	0.801581523430288	-0.315464204686725	-275.090853979387
22	3308482	3309320	839	25	0.232896320265067	0.569459428268264	-0.336563108003197	-274.236136510802
6	39867116	39867655	540	30	0.664727844515559	0.36208657337211	0.30264127114345	272.702802465328
7	29520773	29521106	334	28	0.309223438584124	0.702851662601239	-0.393628224017115	-271.133572656971
8	4577761	4578075	315	26	0.225024842002813	0.609814662861169	-0.384789820858357	-271.004948431946
4	29485435	29485861	427	34	0.647210717161721	0.941949940995817	-0.294739223834096	-269.492608170207
7	30223782	30224245	464	25	0.532939213261988	0.870984960772826	-0.338045747510838	-269.484377612825
13	164225	164737	513	25	0.923686065304812	0.565919946624125	0.357766118680687	267.995854399391
22	6606506	6607022	517	25	0.819409645947747	0.551178824135938	0.268230821811809	267.85680458174
22	15904424	15905021	598	24	0.496085088963859	0.85147922933299	-0.355394140369131	-267.410844618661
1	11872664	11873015	352	27	0.675015589773918	0.376367900579793	0.298647689194125	267.086047182578
2	47209581	47210034	454	40	0.914855477516062	0.597354252172344	0.317501225343718	266.740845652686
4	58389308	58389534	227	23	0.649036969421018	0.90978852579942	-0.260751556378401	-265.925524919064
10	16705941	16706391	451	28	0.236743990356461	0.538041164389795	-0.301297174033334	-265.117196887686
14	23460355	23460889	535	29	0.399459050635109	0.711766270909557	-0.312307220274448	-265.073787505968
12	9483485	9483922	438	25	0.272479182787286	0.619132619888615	-0.346653437101329	-265.026061965795
11	23701822	23702256	435	34	0.763836298583693	0.273199035527851	0.490637263055842	264.076831602779
20	22203833	22204169	337	26	0.256150114176262	0.56816614964691	-0.312016035470648	-263.595660224404
3	41626067	41626544	478	26	0.755154677961816	0.446490277303048	0.308664400658768	262.675426067827
16	14935944	14936281	338	30	0.561009163754102	0.239897111018185	0.321112052735916	260.301979009755
22	12629803	12630131	329	24	0.602007392216837	0.306450493896964	0.295556898319872	257.928883673711
17	16009008	16009230	223	26	0.261516122638858	0.536562309753831	-0.275046187114973	-256.741769427633
